Time, Latitude (deg), Longitude (deg), Vehicle speed (km/h), Engine coolant temperature, Intake manifold absolute pressure (kPa), Engine RPM (RPM), Intake air temperature (°C), Relative throttle position (%), Mass air flow sensor A (g/s), Mass air flow rate (g/s), Boost (kPa), Acceleration (m/s²), Acceleration (Avg) (m/s²), Engine Power (PS), Engine Torque (N•m), GPS Speed (km/h), Calculated load value (%), Engine oil temperature (°C), Fuel injection timing (deg), Instant fuel economy (l/100 km), Total fuel economy (l/100 km), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Accel (Grav) X (m/s²), Accel (Grav) Y (m/s²), Accel (Grav) Z (m/s²), Time since engine start (sec), Fuel rail pressure (kPa), Absolute throttle position B (%), Absolute throttle position C (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Accelerator pedal position F (%), Boost pressure sensor A (kPa), Altitude (m)
12/27/2023 05:30:47.8149 μ.μ.,40.53379,23.04446,43,81,112,2108,21,5.098039,0,33.05547,11,-0.9647043,-0.4993063,47.38667,162.2943,42.60405,0,0,0,30.84679,42.50953,0.2101873,0.3955055,-0.2978556,1.032253,8.174052,-4.376749,5095,40240,0,0,22.7451,20,0,0,70.77523
12/27/2023 05:30:48.5683 μ.μ.,40.53387,23.04452,37,81,110,1557,21,50.98039,0,29.7574,9,-1.444134,-0.6082878,29.83649,138.3492,37.1204,0,0,0,22.57191,42.44545,0.1184115,-0.4677102,0.1326336,1.124162,9.19942,-4.781058,5095,34620,0,0,22.7451,20,0,0,71.47781
12/27/2023 05:30:49.3002 μ.μ.,40.53394,23.04457,33,81,104,1125.5,21,74.5098,0,20.78039,3,-1.668746,-0.6484243,17.19371,110.2914,30.81714,17.64706,0,0,14.58404,42.38101,-0.001032666,0.188757,-0.5325698,1.117127,8.609047,-3.947741,5095,34370,0,0,22.7451,19.60784,0,0,71.94128
12/27/2023 05:30:50.1402 μ.μ.,40.53394,23.04457,28,81,103,827.5,21,72.94118,0,14.87697,2,-1.680674,-0.7172053,12.31008,107.4015,30.81714,27.05882,0,0,12.30623,42.32036,0.3758681,0.499209,0.2861637,0.7176077,8.382119,-4.546046,5095,35350,0,0,22.7451,20,0,0,71.94128
12/27/2023 05:30:50.9746 μ.μ.,40.53398,23.04461,23,81,102,802.5,21,76.07843,0,10.83178,1,-1.870283,-0.8341387,10.84855,97.59877,23.4158,40,0,0,13.20281,42.27435,0.6124869,1.212525,-0.2589093,0.2865042,7.400461,-4.378844,5095,37300,0,0,22.7451,19.60784,0,0,72.57143
12/27/2023 05:30:51.6994 μ.μ.,40.53401,23.04464,15,81,101,923.5,21,76.07843,0,10.40155,0,-2.126291,-1.069661,10.91985,85.36842,15.8721,34.11765,0,0,20.37735,42.24462,-1.516391,-0.1303956,0.5220302,2.554887,8.594677,-5.482499,5095,34860,0,0,22.7451,20,0,0,72.69873
12/27/2023 05:30:52.4452 μ.μ.,40.53403,23.04466,12,81,101,913.5,21,75.68627,0,11.96989,0,-1.748449,-1.183828,11.01491,87.05421,11.87109,33.33333,0,0,25.69341,42.23051,-1.786134,1.768835,0.7806577,3.101101,6.219716,-5.992638,5095,35350,0,0,26.27451,23.92157,0,0,72.92578
12/27/2023 05:30:53.4358 μ.μ.,40.53403,23.0447,10,81,101,996.5,21,68.62745,0,11.84027,0,-0.9533244,-1.28877,12.60714,91.3391,10.23067,55.68628,0,0,35.28895,42.22651,-1.872752,0.02714982,2.503911,3.536995,7.420669,-8.584798,5095,47330,0,0,33.72549,29.41176,0,0,73.39323
12/27/2023 05:30:54.2745 μ.μ.,40.53404,23.04474,10,80,104,985,22,5.098039,0,13.29972,3,-0.3824897,-1.326934,18.64335,136.6487,12.69698,83.13725,0,0,52.18507,42.23244,0.2416216,0.2872295,-0.4023924,1.855541,7.05932,-5.75628,5103,61260,0,0,38.82353,33.72549,0,0,73.83054
12/27/2023 05:30:55.0146 μ.μ.,40.53404,23.04474,13,80,118,1156,22,41.56863,0,14.86538,17,0.3794093,-1.165003,23.95475,149.6068,12.69698,74.5098,0,0,51.57872,42.24505,-0.459555,0.9315436,0.6346789,2.46702,6.243816,-6.897806,5103,71770,0,0,41.56863,36.86274,0,0,73.83054
12/27/2023 05:30:55.7647 μ.μ.,40.53405,23.04479,14,80,123,1347,22,5.098039,0,18.18531,22,0.5715517,-1.019683,31.88025,170.8723,14.82982,83.52941,0,0,63.74058,42.2656,0.05924075,-0.8391219,-0.4706079,1.770219,8.618628,-5.1457,5103,81050,0,0,40.39216,22.35294,0,0,73.87113
12/27/2023 05:30:56.5810 μ.μ.,40.53406,23.04485,18,80,124,1432.5,22,75.68627,0,21.36225,23,0.9436861,-0.6874388,36.00341,181.454,16.74973,5.098039,0,0,55.98781,42.28291,0.03023786,-0.8642962,-1.367694,1.364862,9.086555,-3.852838,5103,34620,0,0,22.7451,20,0,0,74.00449
12/27/2023 05:30:57.4087 μ.μ.,40.53406,23.0449,17,80,107,1043,21,78.43137,0,19.60362,6,0.5669473,-0.5725446,17.08677,118.2751,14.00072,18.43137,0,0,28.13412,42.26584,-0.4350772,-0.01453091,-0.3317525,1.781146,8.511899,-4.494703,5103,36330,0,0,22.7451,20,0,0,73.94044
12/27/2023 05:30:58.1669 μ.μ.,40.53406,23.0449,14,80,103,818,21,79.60784,0,13.78648,2,-0.6384987,-0.4790038,11.2169,99.00048,14.00072,27.45098,0,0,22.4268,42.24177,-0.2972774,-0.2943406,0.07096715,1.930685,8.765323,-4.796625,5103,35840,0,0,22.7451,19.60784,0,0,73.94044
12/27/2023 05:30:58.9339 μ.μ.,40.53405,23.04493,12,80,101,805.5,21,79.21568,0,10.60245,0,-0.8363867,-0.3657652,9.398911,84.24217,10.59397,30.98039,0,0,21.92394,42.22515,-1.086601,-1.744043,-0.1022326,3.06323,10.32837,-4.48168,5103,34620,0,0,22.7451,20,0,0,74.05591
12/27/2023 05:30:59.7451 μ.μ.,40.53404,23.04495,10,80,101,799,21,77.64706,0,10.44044,0,-0.7484498,-0.2034355,9.042441,81.70648,6.475532,30.58824,0,0,25.31092,42.21309,-0.2422347,0.4763692,0.4810437,2.124831,7.792196,-5.332361,5103,35110,0,0,22.7451,20,0,0,74.30704
12/27/2023 05:31:00.5666 μ.μ.,40.53404,23.04495,8,80,100,799.5,22,76.86275,0,10.25365,-1,-0.7291596,-0.1619074,9.268206,83.69408,1.667226,30.58824,0,0,32.42858,42.2077,-0.2697538,0.09191086,0.1288403,2.203568,8.026309,-5.310058,5103,34860,0,0,22.7451,20,0,0,74.45847
12/27/2023 05:31:01.3750 μ.μ.,40.53404,23.04495,5,80,100,798.5,22,76.07843,0,10.2253,-1,-0.8195194,-0.1766745,9.339499,84.4435,0.6969,30.58824,0,0,52.28485,42.21175,1.000145,0.03973452,0.4560082,0.8041278,8.128696,-5.551356,5103,35110,0,0,22.7451,19.60784,0,0,74.66292
12/27/2023 05:31:02.2121 μ.μ.,40.53405,23.04495,4,80,100,797.5,22,75.68627,0,10.21251,-1,-0.6496571,-0.2153409,9.339499,84.54939,1.106047,30.98039,0,0,65.35606,42.218,0.5118065,0.1184769,0.1282621,1.261277,8.031249,-5.324129,5111,35110,0,0,22.7451,19.60784,0,0,74.75138
12/27/2023 05:31:03.0525 μ.μ.,40.53405,23.04495,2,80,100,796,22,75.29412,0,10.19973,-1,-0.4978908,-0.3521345,9.660321,87.61856,1.106047,31.37255,0,0,135.2022,42.23425,0.3540102,-0.1364441,0.004116123,1.292861,8.317154,-5.209167,5111,35840,0,0,22.7451,20,0,0,74.75138
12/27/2023 05:31:03.9284 μ.μ.,40.53405,23.04494,0,80,100,797.5,22,75.29412,0,10.18054,-1,-0.6800019,-0.4656516,9.636557,87.23862,1.48622,31.76471,0,0,0,42.25269,-0.1731291,-0.1157586,-0.3008082,1.738036,8.370294,-4.76055,5111,35350,0,0,22.7451,19.60784,0,0,74.9078
12/27/2023 05:31:04.6748 μ.μ.,40.53406,23.04494,0,80,100,800.5,22,75.29412,0,10.19973,-1,-0.375443,-0.6159603,9.529616,85.94718,1.86587,31.37255,0,0,0,42.2769,0.1260412,0.1990333,0.2581276,1.480571,7.958949,-5.474865,5111,34860,0,0,22.7451,20,0,0,74.90375
12/27/2023 05:31:05.4395 μ.μ.,40.53406,23.04492,0,80,100,799.5,22,75.29412,0,10.23809,-1,-9.44E-16,-0.5790411,9.731615,87.87878,2.080629,31.37255,0,0,0,42.29586,1.20431,-0.05713658,0.2041709,-0.1323248,8.094268,-5.744454,5111,35110,0,0,22.7451,19.60784,0,0,74.9454
12/27/2023 05:31:06.2668 μ.μ.,40.53407,23.04491,0,80,101,799.5,22,74.90196,0,10.32756,0,-9.44E-16,-0.4882606,9.529616,86.05469,2.122095,30.98039,0,0,0,42.3153,0.2349813,-0.000468744,-0.08411153,0.2372566,8.021519,-5.594616,5111,35350,0,0,22.7451,19.60784,0,0,75.09937
12/27/2023 05:31:07.1016 μ.μ.,40.53407,23.04491,0,80,101,800,23,74.90196,0,10.32756,0,-9.44E-16,-0.4117637,9.60091,86.6443,2.122095,30.98039,0,0,0,42.33455,1.792511,1.113095,-2.062183,-2.050286,6.887627,-3.538791,5111,35110,0,0,22.7451,20,0,0,75.09937
12/27/2023 05:31:07.8555 μ.μ.,40.53407,23.04491,0,80,101,800.5,23,75.29412,0,10.29912,0,-9.44E-16,-0.3385706,9.565263,86.26868,1.976273,31.37255,0,0,0,42.35737,0.382703,2.453741,1.682758,-0.4092489,5.536387,-7.213649,5111,35600,0,0,22.7451,20,0,0,75.21388
12/27/2023 05:31:08.5857 μ.μ.,40.53408,23.04489,0,80,101,799.5,23,75.29412,0,10.30556,0,-9.44E-16,-0.2659318,9.493969,85.73279,2.139463,30.98039,0,0,0,42.37572,-2.656496,-0.7440119,0.3294003,3.733686,8.407267,-6.189179,5111,35350,0,0,22.7451,20,0,0,75.20841
